user_id,avg_daily_sessions,avg_daily_events,avg_unique_apps,avg_night_ratio,avg_session_duration,avg_short_session_ratio,avg_top_app_ratio,avg_entropy,avg_reopening_index,avg_inter_session,std_daily_sessions,max_daily_sessions,days_monitored,escalation_rate,risk_label,risk_name
112,42.74193548387097,4560.8387096774195,19.322580645161292,0.2973040465643615,526.8523998313316,0.11061262709062314,0.33890417501452674,2.094352554034575,0.7889996989808781,32.326191312288934,11.021094143914762,61.0,31,1.075769854132901,2,HIGH
113,4.5,83.5,5.0,0.05067567567567568,208.375,0.125,0.5819701280227596,1.0270307605900981,0.7454728370221329,95.01388888888889,3.5355339059327378,7.0,2,1.0,0,LOW
114,8.56,179.0,7.0,0.4135633639547563,172.5375836940837,0.44397186147186146,0.6077197083770912,1.123713781043714,0.6275650008425682,95.16203084858611,5.493025881363871,23.0,25,1.1783960720130933,1,MEDIUM
115,47.68181818181818,3335.8636363636365,16.181818181818183,0.20490840532711777,401.04387399854136,0.23221343852554527,0.29208252482801184,2.0762517560166325,0.8102250376831092,29.164886142467694,12.280012267856304,69.0,22,1.1899791231732777,2,HIGH
116,48.23809523809524,7440.238095238095,15.0,0.20819367957437354,553.7396059916412,0.08574701245491027,0.4837267868108202,1.5632561328123455,0.9099745438231979,27.706043436088926,12.032891431010095,66.0,21,0.9144914491449144,2,HIGH
117,10.5,125.0,4.5,0.7483221476510067,223.55714285714285,0.2785714285714286,0.6055219615921323,1.0029077880885293,0.786403750689465,52.90902777777777,7.7781745930520225,16.0,2,1.0,1,MEDIUM
118,13.0,412.5,13.0,0.3319027181688126,606.6818181818182,0.17045454545454547,0.40091286872402754,1.7447319733559525,0.8185342388228636,46.22777777777779,12.727922061357855,22.0,2,1.0,1,MEDIUM
119,32.4,924.3,14.15,0.06932861892255672,274.43409737539884,0.1395282274956032,0.3250984885406705,1.9783701594992356,0.7001550824316684,31.31430332638346,11.440463737380394,47.0,20,0.9938461538461537,1,MEDIUM
120,31.0,298.0,13.0,0.1610738255033557,263.5833333333333,0.125,0.4228187919463087,1.932195039508243,0.6756756756756757,40.61666666666667,0.0,31.0,1,1.0,2,HIGH
121,19.666666666666668,1064.0,10.333333333333334,0.21531537365736284,541.6031746031746,0.14829931972789115,0.5405203992119377,1.427595861148214,0.8620978270169716,34.821157407407405,25.423086620891127,49.0,3,1.0,1,MEDIUM
122,4.5,60.642857142857146,3.142857142857143,0.2829772412397453,103.08673469387756,0.353265306122449,0.6666950969173918,0.7243099961820219,0.5292031460878951,76.12483333333333,6.489636709045015,26.0,14,2.9375,2,HIGH
123,5.0,60.0,4.0,0.0,155.92857142857144,0.2857142857142857,0.4151846785225718,1.2370663471982515,0.6217948717948718,35.666666666666664,2.8284271247461903,7.0,2,1.0,0,LOW
124,41.0,973.0,13.666666666666666,0.34804969981215245,486.1603593161403,0.1736050742135935,0.3523324070549942,1.9446135025777462,0.7550584947949318,29.348474582425567,8.717797887081348,51.0,3,1.0,2,HIGH
